MosaicID,UniprotID,GeneSymbol,Description,Peptides,A_plus_1,A_plus_2,A_plus_3,A_minus_1,A_minus_2,A_minus_3,B_plus_1,B_plus_2,B_plus_3,B_minus_1,B_minus_2,B_minus_3,A_plus_1_48,A_plus_2_48,A_plus_3_48,A_minus_1_48,A_minus_2_48,A_minus_3_48
RPL5__P46777,P46777,RPL5,60S ribosomal protein L5,2,7.41954,8.23278,0,6.93199,7.76481,0,9.39537,7.86441,0,7.20337,7.74509,0,6.46589,6.05754,4.91753,9.41731,10.5844,0
DDX23__Q9BUQ8,Q9BUQ8,DDX23,Probable ATP-dependent RNA helicase DDX23,3,7.01917,6.78493,0.497859,7.89898,6.96701,0,6.47886,7.35879,0,8.02596,7.46449,6.10409,6.59107,6.72385,9.79768,6.52309,5.76417,0
XRCC6__P12956,P12956,XRCC6,X-ray repair cross-complementing protein 6,8,6.20295,6.391,0,9.09936,7.97406,0.0231747,6.50659,6.9152,0,8.70424,8.20811,0,7.45151,8.1393,5.67673,8.36215,6.83344,3.51218
RPS16__P62249,P62249,RPS16,40S ribosomal protein S16,1,9.71168,8.32352,0,13.1148,7.38281,0,6.87354,13.4347,0,7.43002,8.22214,0,5.96725,10.1681,0,9.36484,0.00657587,0
NUP205__Q92621,Q92621,NUP205,Nuclear pore complex protein Nup205,4,6.58761,7.40522,0,4.52407,6.08899,12.548,8.42821,7.05434,0,6.06298,6.12458,0,8.34898,6.78849,6.94776,5.91587,7.17491,0
RPS6__P62753,P62753,RPS6,40S ribosomal protein S6,1,5.12572,5.51454,0,7.22393,5.27118,4.24711,5.62011,6.63602,27.9625,4.75806,3.7919,0,6.54028,4.35816,0,6.15264,6.7979,0
MUCL1__Q96DR8,Q96DR8,MUCL1,Mucin-like protein 1,1,6.22741,6.77855,0,6.46078,6.1628,0,6.04278,7.88516,0,9.96191,9.15909,0,9.4099,10.6605,0,13.5798,7.67135,0
DDX42__Q86XP3,Q86XP3,DDX42,ATP-dependent RNA helicase DDX42,3,4.34528,4.64622,20.3395,5.91009,5.09703,0,4.7642,4.50835,2.19468,4.41595,4.92972,15.1672,4.548,4.2719,6.50386,5.05862,3.29939,0
NMT1__P30419,P30419,NMT1,Glycylpeptide N-tetradecanoyltransferase 1,1,10.2431,8.44353,0,8.90154,11.7312,0,8.75644,9.67225,0,5.51922,12.8744,0,6.92525,5.58635,0,11.3391,0.0077234,0
LRPPRC__P42704,P42704,LRPPRC,"Leucine-rich PPR motif-containing protein, mitochondrial",6,8.34141,7.81994,0,5.36549,6.56286,0,7.76375,7.3398,7.64947,9.00113,7.97522,0,7.14275,6.60995,3.47099,6.37124,5.49963,3.08637
SNW1__Q13573,Q13573,SNW1,SNW domain-containing protein 1,3,5.45768,5.99251,19.3591,7.2457,7.2148,0,5.61165,6.30985,0,6.28067,6.40029,5.46298,6.19197,6.61904,0,5.67048,6.18326,0
MTA2__O94776,O94776,MTA2,Metastasis-associated protein MTA2,4,7.94504,6.70773,0,9.97193,8.96541,0,6.89416,7.62847,3.93239,8.64563,8.80101,2.15696,7.42669,7.62253,0,6.76472,6.53731,0
ANXA1__P04083,P04083,ANXA1,Annexin A1,7,9.02689,8.21208,0,7.06722,7.07281,0,8.6573,8.58168,0,7.0001,6.83277,0,7.9415,7.44816,3.56888,7.08412,7.79128,3.71521
TOP2A__P11388_4,P11388-4,TOP2A,Isoform 4 of DNA topoisomerase 2-alpha,1,5.17659,5.31167,0,8.75937,8.58458,0,5.62795,5.43266,0,7.49592,7.88634,0,6.11538,8.19818,10.6175,6.33672,14.4571,0
TOP2B__Q02880,Q02880,TOP2B,DNA topoisomerase 2-beta,7,6.70078,6.47312,0,7.59337,8.43378,0,6.40033,6.41816,0,8.55265,7.78946,0.479585,6.71485,7.46177,6.69511,7.11178,7.52842,5.64683
TMPO__P42166,P42166,TMPO,"Lamina-associated polypeptide 2, isoform alpha",2,9.02992,7.7104,0,7.99521,9.15901,0,9.4418,7.63783,0,9.2384,8.08033,0,7.99395,7.32163,0,8.96458,7.42694,0
TMPO__P42167,P42167,TMPO_1,"Lamina-associated polypeptide 2, isoforms beta/gamma",1,5.55339,5.79313,0,8.80094,8.56357,0,5.82959,5.90588,0,7.00822,7.1307,0,6.34024,7.05477,12.8087,8.77499,8.93708,1.49879
PAPSS1__O43252,O43252,PAPSS1,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,1,5.95597,5.69517,0,8.17568,6.84511,0,5.83591,6.24866,0,7.89948,7.1367,0,7.25513,6.97084,17.4282,6.35166,8.20146,0
MSH2__P43246,P43246,MSH2,DNA mismatch repair protein Msh2,2,6.38053,6.97642,0,8.43182,9.51328,0,7.10238,7.29956,0,8.07833,9.09462,3.37001,7.91478,7.41682,0,8.61505,9.8064,0
ERP44__Q9BS26,Q9BS26,ERP44,Endoplasmic reticulum resident protein 44,1,8.94115,10.3834,0,6.97703,7.12842,0,10.5847,9.99625,0,6.32836,6.06466,0,7.57812,9.11155,0,7.02225,9.88414,0
SPTB__P11277_2,P11277-2,SPTB,"Isoform 2 of Spectrin beta chain, erythrocytic",1,4.18939,4.96947,0,3.92302,3.81165,0,6.11098,6.79656,29.2605,8.49673,7.72367,0,6.94486,4.41175,0,5.22873,8.13272,0
HSD17B10__Q99714,Q99714,HSD17B10,3-hydroxyacyl-CoA dehydrogenase type-2,2,9.22473,7.57246,0,7.75656,6.05099,0,7.56808,7.27785,0,7.68163,7.2961,0,7.86049,8.1465,5.05333,7.10989,7.50519,3.89621
SPTA1__P02549,P02549,SPTA1,"Spectrin alpha chain, erythrocytic 1",5,6.51653,8.74068,0,4.11586,5.49567,0,8.37611,11.6632,0,8.34436,9.5251,0,9.64588,6.14737,8.48588,5.46407,7.47932,0
RNH1__P13489,P13489,RNH1,Ribonuclease inhibitor,5,9.05883,9.25268,0,6.91373,7.51097,0.334864,8.29427,8.71585,0,8.28222,7.8669,0,7.4148,6.9104,4.22605,7.53527,7.68317,0
SRRT__Q9BXP5,Q9BXP5,SRRT,Serrate RNA effector molecule homolog,10,7.85417,7.52487,0,8.64697,8.52306,3.25897,7.98996,8.03591,2.67341,7.76695,8.10701,0.251312,7.19786,7.39499,0,8.06582,6.70875,0
UBR4__Q5T4S7_2,Q5T4S7-2,UBR4,Isoform 2 of E3 ubiquitin-protein ligase UBR4,2,6.63503,6.45841,0,6.46788,5.35948,0,6.62022,8.70506,0,5.97886,6.01261,0,5.76251,4.78538,0,6.15451,4.85348,26.2066
CKB__P12277,P12277,CKB,Creatine kinase B-type,4,7.29827,7.73802,0,6.85078,6.4877,0,8.2156,7.91285,0,7.57589,7.5449,6.73969,7.30056,7.38685,6.13136,6.34101,6.47654,0
MRPL38__Q96DV4,Q96DV4,MRPL38,"39S ribosomal protein L38, mitochondrial",1,5.61029,5.31117,0,8.2535,6.66432,29.8669,5.33619,5.00219,0,5.82101,5.98293,0,9.71496,6.18484,0,6.24157,0.010111,0
GDI2__P50395,P50395,GDI2,Rab GDP dissociation inhibitor beta,2,7.15888,7.10701,0,6.95861,6.87518,0,7.74016,7.82675,0,8.2387,7.26508,0,7.2173,7.02358,6.70925,7.72879,8.27218,3.87854
DDX46__Q7L014,Q7L014,DDX46,Probable ATP-dependent RNA helicase DDX46,4,7.24671,7.47826,0,6.40296,7.57824,0,7.28054,6.6671,0,7.31188,6.75463,13.3686,6.6466,6.44599,3.77049,7.00534,6.0427,0
POLR2C__P19387,P19387,POLR2C,DNA-directed RNA polymerase II subunit RPB3,1,7.42336,6.89001,0,5.98333,8.17922,1.28914,5.64747,6.78478,0,7.92621,7.98221,0,5.66034,6.32509,16.974,6.80548,6.12937,0
RFC5__P40937,P40937,RFC5,Replication factor C subunit 5,2,7.03119,6.65771,0,8.43432,7.49291,0,7.37208,7.35246,0,7.89009,8.12961,0,7.61953,7.85894,5.26953,7.6907,6.8555,4.34543
NUP133__Q8WUM0,Q8WUM0,NUP133,Nuclear pore complex protein Nup133,2,6.30725,7.53278,7.485,5.85783,6.55595,0,7.82574,6.65346,9.98794,5.90993,6.48333,0,7.93896,7.09197,0,5.97351,8.39634,0
ANXA7__P20073,P20073,ANXA7,Annexin A7,4,6.76248,6.39803,4.64779,8.33883,6.47688,0,6.65447,6.71204,0,6.22936,6.31182,9.51519,6.54437,6.90577,2.62222,6.80208,7.18121,1.89746
SNAP29__O95721,O95721,SNAP29,Synaptosomal-associated protein 29,2,5.2757,6.62717,0,2.7988,4.87552,0,5.38083,4.9305,16.2074,5.79887,5.34667,0,4.01791,4.61758,10.749,6.11844,7.48627,9.76938
ATIC__P31939,P31939,ATIC,Bifunctional purine biosynthesis protein ATIC,6,7.06217,7.84166,0,6.55609,7.09227,0,7.80749,7.73858,2.21073,6.74684,7.58685,8.3826,7.04035,6.9608,4.49616,6.51441,5.96301,0
DNMT1__P26358_2,P26358-2,DNMT1,Isoform 2 of DNA (cytosine-5)-methyltransferase 1,1,6.89945,5.29075,0,7.35392,8.36644,11.4547,8.07336,6.86547,0,8.37892,7.46646,0,6.73356,6.20602,0,8.75151,8.15943,0
PHB__P35232,P35232,PHB,Prohibitin,3,4.73214,4.75672,0,5.44633,4.9966,8.93728,5.16216,4.33976,0,4.01594,5.15879,34.7097,4.73639,5.29361,0,4.29417,3.42035,0
PRDX3__P30048,P30048,PRDX3,"Thioredoxin-dependent peroxide reductase, mitochondrial",1,9.332,7.87596,0,5.76296,5.08979,0,8.29335,8.49236,0,8.034,6.85743,0,9.05745,8.37231,11.2775,5.8688,5.68606,0
ANP32E__Q9BTT0,Q9BTT0,ANP32E,Acidic leucine-rich nuclear phosphoprotein 32 family member E,1,7.4018,6.56341,0,10.0803,8.5286,0,6.56728,6.71986,0,8.09116,8.51823,0,8.22948,9.89376,1.80349,8.27968,9.32295,0
HNRNPDL__O14979,O14979,HNRNPDL,Heterogeneous nuclear ribonucleoprotein D-like,14,4.00244,3.55372,0.736956,6.21721,5.59671,4.36222,3.67915,4.1706,6.10273,5.28742,5.39988,10.0789,5.62123,6.00449,7.40495,5.97244,6.82276,8.98618
HNRNPAB__Q99729_2,Q99729-2,HNRNPAB,Isoform 2 of Heterogeneous nuclear ribonucleoprotein A/B,4,5.39051,5.12852,4.13244,8.93687,7.72736,2.61247,5.22826,5.5812,0,7.32175,7.51253,0,7.87281,8.0541,8.10943,8.28152,8.11025,0
HNRNPD__Q14103,Q14103,HNRNPD,Heterogeneous nuclear ribonucleoprotein D0,7,4.8332,4.05689,8.01185,7.99752,6.62533,1.30657,4.29465,4.69347,0.48492,6.52301,6.1817,7.73195,6.72109,6.69188,7.12839,7.2119,7.06176,2.4439
RPL18A__Q02543,Q02543,RPL18A,60S ribosomal protein L18a,1,7.0392,7.21252,0,7.91455,6.41622,0,7.64311,7.86279,0,5.05992,5.95819,5.07861,8.06657,7.06287,9.07792,7.1845,8.42303,0
TGM2__P21980,P21980,TGM2,Protein-glutamine gamma-glutamyltransferase 2,3,9.27214,9.49474,0,6.12702,7.1279,3.83771,9.86416,9.26238,0,7.44834,7.53669,0,7.40045,7.00574,1.83165,6.90995,6.88113,0
SMARCC2__Q8TAQ2,Q8TAQ2,SMARCC2,SWI/SNF complex subunit SMARCC2,1,10.078,7.0475,0,9.01353,8.46869,0,8.13682,9.92149,0,8.74981,9.80389,0,6.54445,8.06877,0,8.37612,5.79093,0
SMARCC1__Q92922,Q92922,SMARCC1,SWI/SNF complex subunit SMARCC1,2,5.75034,4.61751,29.1902,7.95428,7.2025,0,5.34498,5.86071,0,6.40016,6.55946,0,5.10231,5.6867,0,6.4798,3.85104,0
SUPT5H__O00267,O00267,SUPT5H,Transcription elongation factor SPT5,12,3.47163,3.41176,5.77033,5.56928,4.40066,20.2982,3.4021,3.56023,5.59084,3.81131,3.88235,5.3682,3.60067,3.79055,6.1997,4.28214,4.0888,9.50128
NUDC__Q9Y266,Q9Y266,NUDC,Nuclear migration protein nudC,1,7.35855,8.48337,0,6.58037,5.98816,16.8324,8.09612,8.32485,0,4.32096,6.3594,0,6.8245,6.05318,0,6.77064,8.00751,0
CARS1__P49589_3,P49589-3,CARS1,"Isoform 3 of Cysteine--tRNA ligase, cytoplasmic",1,3.14664,4.25346,57.1832,3.30308,3.65879,0,4.65819,4.42096,0,3.41017,4.39318,0,3.01906,3.75054,0,4.79935,0.0033427,0
H4C1__P62805,P62805,H4C1,Histone H4,22,3.66251,3.92424,8.53368,6.07321,4.72834,5.00103,4.0928,3.12428,5.68231,3.65305,3.83714,5.77194,4.14578,4.43548,5.329,4.72648,6.11276,17.166
PSMD1__Q99460,Q99460,PSMD1,26S proteasome non-ATPase regulatory subunit 1,3,7.03141,6.60879,2.71427,8.74459,7.12192,0,6.31189,7.18868,0,8.00884,7.42697,1.88582,7.35511,7.23887,6.70748,7.26423,8.39112,0
BAZ2A__Q9UIF9,Q9UIF9,BAZ2A,Bromodomain adjacent to zinc finger domain protein 2A,2,5.51485,4.83618,0,6.82142,6.90083,3.8244,4.89487,4.92895,0,7.32295,6.51294,0,6.47082,6.30089,7.55719,7.17993,7.48858,13.4452
SARS1__P49591,P49591,SARS1,"Serine--tRNA ligase, cytoplasmic",2,8.14497,8.11268,0,6.91902,6.87977,0,8.83935,8.0077,0,8.0458,8.36239,0,8.50524,6.96804,6.1837,8.3149,6.71644,0
SNRNP70__P08621,P08621,SNRNP70,U1 small nuclear ribonucleoprotein 70 kDa,4,6.25154,5.73013,0,10.0034,8.05992,0,5.91299,6.10691,0,7.91535,8.20847,2.75101,8.8569,8.95297,3.58935,8.84232,8.81868,0
NSDHL__Q15738,Q15738,NSDHL,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",1,9.56101,11.8495,0,9.12042,7.75758,0,12.0875,9.88705,0,4.8464,6.44682,0,11.3978,10.0031,0,7.03107,0.0118289,0
HADHB__P55084,P55084,HADHB,"Trifunctional enzyme subunit beta, mitochondrial",5,8.78966,8.20447,0,7.09299,7.0475,0,8.2193,8.09365,0,7.877,7.19146,0.666696,7.50639,7.64665,7.42691,7.73351,6.50381,0
NXF1__Q9UBU9,Q9UBU9,NXF1,Nuclear RNA export factor 1,2,7.58079,7.61377,0,8.72806,8.03071,0,7.28368,8.07733,0,7.31263,8.25742,0,8.32173,8.04231,0,8.03273,12.7188,0
GNL2__Q13823,Q13823,GNL2,Nucleolar GTP-binding protein 2,2,3.90381,4.59043,0,4.39606,5.0912,0,5.13137,5.16512,36.7649,6.15054,5.11183,0,5.1979,5.63735,0,6.99896,5.86057,0
DHX15__O43143,O43143,DHX15,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,10,6.98136,7.16985,0,7.12749,7.48952,0,7.25043,6.93272,0,7.33884,7.17906,9.80902,7.0218,7.07819,3.95325,6.71392,6.35778,1.59676
NME2__P22392_2,P22392-2,NME2,Isoform 3 of Nucleoside diphosphate kinase B,6,7.36881,8.72016,0,5.70213,7.35547,3.08357,8.75432,8.53572,0,6.90936,7.69086,0.718586,7.85092,8.88721,1.90733,8.61437,7.90119,0
CBX3__Q13185,Q13185,CBX3,Chromobox protein homolog 3,3,6.49176,6.7971,0,7.95866,7.49551,2.29529,7.64522,7.95331,0,7.96723,7.91742,3.10502,7.23133,7.15004,5.81699,7.37827,6.79686,0
MAT2A__P31153,P31153,MAT2A,S-adenosylmethionine synthase isoform type-2,3,4.59958,5.73848,0,7.94578,8.11736,0,5.32982,5.54936,26.815,6.48922,5.99909,0,5.99617,5.5392,0,6.70107,5.17992,0
PFN1__P07737,P07737,PFN1,Profilin-1,7,6.18993,5.88879,0,6.99051,6.26211,0.58602,5.51857,6.11014,8.18135,6.88286,6.54107,2.36597,7.58011,6.93061,5.77036,6.98168,8.18956,3.03037
NELFB__Q8WX92_2,Q8WX92-2,NELFB,Isoform 2 of Negative elongation factor B,1,7.64527,7.24846,0,9.7448,9.63645,0,6.72865,8.12894,0,11.1889,7.75779,0,10.46,5.92444,0,4.468,11.0683,0
KPNB1__Q14974,Q14974,KPNB1,Importin subunit beta-1,5,7.86932,7.68265,0,5.27189,6.46542,5.48407,7.64513,7.48093,6.73338,6.35892,6.60553,5.95394,8.04718,6.46855,0,5.95442,5.97866,0
CBX5__P45973,P45973,CBX5,Chromobox protein homolog 5,1,5.97364,6.05357,0,9.00242,6.81348,0,7.1966,7.88386,0,7.22537,7.90961,0,7.08887,7.50607,10.6335,7.82247,8.8905,0
SMC4__Q9NTJ3,Q9NTJ3,SMC4,Structural maintenance of chromosomes protein 4,1,4.24437,3.39471,0,3.35444,3.41614,0,4.11691,3.99989,0,5.3587,5.84611,50.7029,4.3931,3.88907,0,2.74476,4.53891,0
HADH__Q16836_2,Q16836-2,HADH,"Isoform 2 of Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",1,10.3558,10.8009,0,7.59269,7.59024,0,7.59131,8.86038,0,8.16243,9.27891,0,7.86226,8.88832,0,6.38242,6.63439,0
TCEA1__P23193,P23193,TCEA1,Transcription elongation factor A protein 1,1,9.11195,8.74829,0,10.9751,12.8212,0,5.42383,7.96788,0,10.7322,8.76508,0,11.1689,7.61003,0,6.66375,0.0117355,0
THOC5__Q13769,Q13769,THOC5,THO complex subunit 5 homolog,1,6.41557,7.68961,0,11.206,8.5877,0,6.8784,8.43925,0,9.05915,10.9156,0,7.8986,8.55619,0,9.0101,5.34383,0
CCT5__P48643,P48643,CCT5,T-complex protein 1 subunit epsilon,5,7.84611,7.03576,0,8.34639,8.23656,0,7.82586,7.83161,0,9.63658,9.61321,0,8.45688,8.27048,0,9.0504,7.85013,0
VCP__P55072,P55072,VCP,Transitional endoplasmic reticulum ATPase,12,6.82199,6.78314,0,8.00818,6.36915,3.76007,7.09728,7.4636,3.08091,7.54864,7.7473,0,7.38403,6.76669,3.6558,8.82349,6.6234,2.06632
BYSL__Q13895,Q13895,BYSL,Bystin,1,6.21904,6.03296,0,6.53436,6.47085,0,6.49483,6.03038,0,6.15128,6.74805,0,11.3385,13.322,11.8409,6.73423,6.08261,0
UBA2__Q9UBT2,Q9UBT2,UBA2,SUMO-activating enzyme subunit 2,2,8.38767,8.62345,0,9.4957,7.97726,0,8.07933,8.60731,0,9.05536,8.7926,0,9.25298,8.63236,0,6.06264,7.03335,0
RAD21__O60216,O60216,RAD21,Double-strand-break repair protein rad21 homolog,3,6.80813,7.36,0,10.2785,10.2909,0,7.51125,6.93805,0,9.02073,9.9991,0,7.76914,7.53429,0,8.62395,7.86598,0
RPS12__P25398,P25398,RPS12,40S ribosomal protein S12,2,6.81687,6.99788,0,5.96536,5.47894,0,6.69461,6.13099,0,6.68188,6.14388,0,5.95401,5.24422,14.7531,6.6234,6.20416,10.3107
PDIA6__Q15084_2,Q15084-2,PDIA6,Isoform 2 of Protein disulfide-isomerase A6,1,9.00363,8.96627,0,9.11061,6.20288,0,8.03932,10.0006,0,8.25621,7.81427,0,8.29647,8.07895,0,8.66238,7.56841,0
SYNGR2__O43760_2,O43760-2,SYNGR2,Isoform 2 of Synaptogyrin-2,1,9.376,5.76698,0,6.10367,6.82434,27.7881,7.49575,8.17031,0,5.51148,5.6896,0,5.30982,6.39857,0,5.55967,0.00566003,0
DDX39B__Q13838_2,Q13838-2,DDX39B,Isoform 2 of Spliceosome RNA helicase DDX39B,3,3.98449,3.92787,0,5.59066,4.51937,9.16876,4.2482,4.61897,5.95062,5.20783,4.7491,19.4092,5.09893,4.97093,8.40332,5.01349,5.1383,0
DDX39A__O00148,O00148,DDX39A,ATP-dependent RNA helicase DDX39A,1,8.94048,9.37581,0,9.40662,8.29706,0,10.1365,10.9528,0,6.32792,8.04938,0,9.4711,9.13795,0,9.89428,0.0101356,0
ARFGAP1__Q8N6T3_2,Q8N6T3-2,ARFGAP1,Isoform 2 of ADP-ribosylation factor GTPase-activating protein 1,1,7.80225,6.54804,0,6.46808,5.39156,0,7.17257,6.40852,0,6.35172,4.76473,22.8619,6.87425,5.40279,0,7.16559,6.78803,0
HNRNPA2B1__P22626,P22626,HNRNPA2B1,Heterogeneous nuclear ribonucleoproteins A2/B1,20,5.05642,4.80889,3.29855,7.35767,7.12244,2.14435,5.02773,5.46566,2.28038,6.01775,6.10994,2.53607,6.43671,6.63865,6.23614,7.02925,7.74943,8.68397
HNRNPA1__P09651,P09651,HNRNPA1,Heterogeneous nuclear ribonucleoprotein A1,7,3.22969,3.02137,0.890938,5.07263,4.95205,12.567,3.26265,3.70777,5.16011,4.10324,4.28409,12.2095,4.03071,4.6683,8.85224,4.61129,5.37848,9.99793
HNRNPA3__P51991,P51991,HNRNPA3,Heterogeneous nuclear ribonucleoprotein A3,13,1.30955,1.30982,13.5357,1.94618,1.90312,21.3227,1.32756,1.30789,13.05,1.69512,1.66684,19.1765,1.58916,1.77123,6.04155,1.86319,1.90739,7.27654
NELFCD__Q8IXH7,Q8IXH7,NELFCD,Negative elongation factor C/D,1,8.19993,4.78534,0,8.8074,8.5735,9.26744,5.2019,6.17391,0,7.39557,7.02946,0,7.7052,6.96801,0,9.67913,10.2132,0
RBBP4__Q09028,Q09028,RBBP4,Histone-binding protein RBBP4,1,6.79177,6.71585,0,9.51305,9.27301,0,6.75622,6.61558,0,9.31603,7.79497,0,6.89266,7.07386,10.0679,7.40819,5.78085,0
RBBP7__Q16576,Q16576,RBBP7,Histone-binding protein RBBP7,3,6.15023,6.3478,18.2881,8.0103,7.66436,0,6.55538,6.72622,0,7.31582,7.02001,0,6.95988,6.67642,0,7.03254,5.25292,0
ANK1__P16157_14,P16157-14,ANK1,Isoform Er13 of Ankyrin-1,1,2.0345,2.46739,47.8012,0.99946,1.93494,0,2.26053,3.08755,0,2.61816,3.16516,23.9952,2.69838,1.63146,0,2.46919,2.83692,0
P4HB__P07237,P07237,P4HB,Protein disulfide-isomerase,1,6.46287,5.17151,0,5.64582,3.94587,0,5.48202,5.09541,46.7529,4.10743,3.66957,0,4.91889,4.552,0,4.19047,0.00521445,0
ASNS__P08243,P08243,ASNS,Asparagine synthetase [glutamine-hydrolyzing],3,8.18824,8.46349,0,8.11057,7.51482,0.218508,9.11276,8.8701,0,7.98484,8.04656,0,8.14006,6.78332,3.09745,8.07697,7.39231,0
CALM3__P0DP25,P0DP25,CALM3,Calmodulin-3,1,9.14824,8.81989,0,9.86621,7.72705,0,7.34974,8.17932,0,9.05018,8.1095,0,7.26262,9.03359,0,10.004,5.44967,0
RPS11__P62280,P62280,RPS11,40S ribosomal protein S11,2,3.80465,4.8747,47.0464,3.64777,3.69644,0,4.93967,4.32753,0,4.45943,4.11557,0,4.45744,3.91975,0,4.40055,6.31006,0
UPF1__Q92900,Q92900,UPF1,Regulator of nonsense transcripts 1,2,4.77505,6.06366,0,4.38143,4.9944,0,6.16233,6.32895,41.1972,4.32934,5.36206,0,3.89877,4.10866,0,5.12218,3.27598,0
RAVER1__Q8IY67_2,Q8IY67-2,RAVER1,Isoform 2 of Ribonucleoprotein PTB-binding 1,2,2.44103,1.69531,0,4.44072,3.58477,20.4853,3.29755,2.14059,0,2.62663,2.80683,42.7502,4.41506,4.042,0,3.40471,1.86925,0
EIF4H__Q15056,Q15056,EIF4H,Eukaryotic translation initiation factor 4H,2,5.18708,5.94761,18.0091,7.72279,5.6037,0,6.12777,6.23671,8.8679,5.70413,6.79403,0,6.45942,5.97556,0,5.31138,6.05281,0
DLD__P09622,P09622,DLD,"Dihydrolipoyl dehydrogenase, mitochondrial",1,8.39054,7.12519,0,5.33694,6.45456,0,7.20941,7.07417,0,7.16856,6.8963,0,7.07975,7.1484,17.4278,6.29988,6.38851,0
NASP__P49321,P49321,NASP,Nuclear autoantigenic sperm protein,5,8.53292,8.41332,0,7.00969,7.40958,0,8.5052,8.33159,0,7.88685,7.31058,0,7.59739,7.51859,4.95121,7.61606,6.96162,1.95539
RPL4__P36578,P36578,RPL4,60S ribosomal protein L4,4,6.08132,6.79702,0,7.2466,7.28269,7.86881,7.26178,6.36267,13.3912,6.27204,6.25903,0,5.8787,5.48051,1.49657,6.41439,5.90667,0
ACAT1__P24752,P24752,ACAT1,"Acetyl-CoA acetyltransferase, mitochondrial",2,8.82051,9.01049,0,7.47117,7.29251,0,9.32755,11.11,0,8.16966,9.36829,0,6.72173,8.71297,0,6.27055,7.72457,0
NKRF__O15226_2,O15226-2,NKRF,Isoform 2 of NF-kappa-B-repressing factor,2,5.5422,6.61526,0,10.3207,8.31842,11.6722,5.65694,6.31649,0,6.85302,9.39134,0,7.62424,8.54308,0,8.19156,4.95453,0
LMNA__P02545,P02545,LMNA,Prelamin-A/C,8,7.42537,7.93708,0,5.82923,6.55134,0,8.32826,8.07637,1.79313,6.29997,6.15835,1.83207,6.42971,6.02838,5.77762,7.28303,8.69948,5.55062
EIF5A__P63241_2,P63241-2,EIF5A,Isoform 2 of Eukaryotic translation initiation factor 5A-1,2,8.96581,9.46658,0,9.11995,7.29461,2.88422,8.47355,8.314,1.21163,7.99981,6.92402,0,7.5139,7.99263,0,7.08039,6.7589,0
GSTO1__P78417,P78417,GSTO1,Glutathione S-transferase omega-1,2,7.02019,6.79323,0,4.78061,4.53986,0,7.83486,7.61234,0,4.54669,5.07192,10.4875,7.85707,7.39706,6.39789,6.5211,7.51084,5.62888
TPR__P12270,P12270,TPR,Nucleoprotein TPR,6,7.82458,8.10359,0,5.9381,7.17357,0,8.96505,8.23647,0,6.96253,7.27593,0,7.58797,7.11252,3.46326,6.69056,6.69823,7.96763
VIM__P08670,P08670,VIM,Vimentin,1,9.75997,10.5214,0,5.89094,5.40455,0,10.5417,9.92366,0,5.69437,5.73689,0,8.34912,6.9134,4.16735,8.525,8.57159,0
APEX1__P27695,P27695,APEX1,DNA-(apurinic or apyrimidinic site) endonuclease,3,6.25306,6.30589,0,10.1211,8.0323,0,6.31866,6.16947,0,7.63839,7.41698,0,8.17081,8.09222,2.30119,8.34926,8.10584,6.72485
RBM25__P49756,P49756,RBM25,RNA-binding protein 25,3,7.18638,8.99481,0,5.04247,6.20117,4.07927,7.78691,6.85351,0,6.83689,6.25975,0,7.12278,6.29461,14.3893,5.98985,6.96234,0
PPM1G__O15355,O15355,PPM1G,Protein phosphatase 1G,1,7.33374,6.16322,0,11.2983,8.67152,0,6.72597,7.59212,0,9.29595,7.0438,0,8.93713,9.33636,0,8.89891,8.703,0
LCA5L__O95447,O95447,LCA5L,Lebercilin-like protein,1,8.34105,8.05326,0,4.21649,8.66038,0,7.55306,7.31725,0,8.46001,7.41288,0,7.65005,7.286,9.26519,5.93334,9.85104,0
SART3__Q15020,Q15020,SART3,Squamous cell carcinoma antigen recognized by T-cells 3,2,8.14841,7.1775,0,10.9147,9.30813,0,6.88293,8.58471,0,7.59564,10.7512,0,9.48838,8.6915,0,8.46777,3.98909,0
CKAP5__Q14008_3,Q14008-3,CKAP5,Isoform 3 of Cytoskeleton-associated protein 5,1,9.04368,8.63768,0,8.18948,8.22727,0,12.1726,8.63218,0,8.44951,9.52226,0,7.52391,5.91602,0,6.50564,7.17977,0
ADSS2__P30520,P30520,ADSS2,Adenylosuccinate synthetase isozyme 2,1,9.40594,11.1872,0,6.71718,7.66583,0,9.17053,12.2324,0,10.3238,6.4872,0,10.922,6.13879,0,9.73737,0.0116578,0
SRCAP__Q6ZRS2,Q6ZRS2,SRCAP,Helicase SRCAP,1,7.82075,8.2003,0,8.05446,13.9066,0,5.84359,8.72508,0,8.81622,8.79211,0,7.51683,7.60614,0,6.93462,7.78327,0
SMARCA4__P51532,P51532,SMARCA4,Transcription activator BRG1,1,8.23576,6.45253,0,13.4016,9.55225,0,6.19534,7.03194,0,4.49993,8.87244,0,9.65177,7.53275,0,10.124,8.44965,0
